Repo_id;Full_name_modified;Full_name;owner_id;created_at;updated_at;size;stargazers;Subscribers;forks_count;open_issues;watchers;has_downloads;has_issues;has_pages;has_wiki;has_projects;git_url;clone_url;last_commit_sha;license;testsmells_file;CK_File_Class;CK_File_Method
235406671;00-matt_moneropool;00-matt/moneropool;48835712;Tue Jan 21 14:57:22 BRT 2020;Fri Apr 02 21:15:50 BRT 2021;132;6;2;1;11;6;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/00-matt/moneropool.git;https://github.com/00-matt/moneropool.git;441bec009ba044e9fb25364743b6e0eb5df8838e;MIT License;results/00-matt_moneropool_testsmells.csv;results/00-matt_moneropool_class.csv;results/00-matt_moneropool_method.csv
155642431;0428402001_hbase-oss;0428402001/hbase-oss;6780527;Wed Oct 31 22:00:26 BRT 2018;Wed Jan 06 02:42:59 BRT 2021;2005;12;2;5;0;12;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/0428402001/hbase-oss.git;https://github.com/0428402001/hbase-oss.git;c900d9050cce924ab3d48c476888f1de990ddefe;Apache License 2;results/0428402001_hbase-oss_testsmells.csv;results/0428402001_hbase-oss_class.csv;results/0428402001_hbase-oss_method.csv
138385639;0rtis_mochimo-farm-manager;0rtis/mochimo-farm-manager;8373383;Sat Jun 23 05:43:21 BRT 2018;Thu Feb 13 15:02:18 BRT 2020;115;7;4;2;0;7;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/0rtis/mochimo-farm-manager.git;https://github.com/0rtis/mochimo-farm-manager.git;5ae99dc9af5169a5719a031cc1047ac2d3b0e3c2;MIT License;results/0rtis_mochimo-farm-manager_testsmells.csv;results/0rtis_mochimo-farm-manager_class.csv;results/0rtis_mochimo-farm-manager_method.csv
4078892;0xCopy_RelaxFactory;0xCopy/RelaxFactory;12867180;Thu Apr 19 15:46:24 BRT 2012;Tue Oct 12 20:45:04 BRT 2021;3400;18;4;7;3;18;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/0xCopy/RelaxFactory.git;https://github.com/0xCopy/RelaxFactory.git;2b326f63ca9a0e0cb180cda4005b376f5581fb61;Other;results/0xCopy_RelaxFactory_testsmells.csv;results/0xCopy_RelaxFactory_class.csv;results/0xCopy_RelaxFactory_method.csv
100600744;0xERR0R_jmstool;0xERR0R/jmstool;25868513;Thu Aug 17 09:24:56 BRT 2017;Sat Oct 16 18:36:11 BRT 2021;581;5;6;3;0;5;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/0xERR0R/jmstool.git;https://github.com/0xERR0R/jmstool.git;592f6f53daefd7d4de9985497a6a9655c536191c;Apache License 2;results/0xERR0R_jmstool_testsmells.csv;results/0xERR0R_jmstool_class.csv;results/0xERR0R_jmstool_method.csv
186550820;0xl2oot_harbor-java-client;0xl2oot/harbor-java-client;22446229;Tue May 14 02:28:38 BRT 2019;Sun Sep 12 04:29:00 BRT 2021;183;7;1;5;3;7;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/0xl2oot/harbor-java-client.git;https://github.com/0xl2oot/harbor-java-client.git;91e76badf75f64e1a1ea19121309c4af6d1c1954;Apache License 2;results/0xl2oot_harbor-java-client_testsmells.csv;results/0xl2oot_harbor-java-client_class.csv;results/0xl2oot_harbor-java-client_method.csv
20499820;0xnm_BTC-e-client-for-Android;0xnm/BTC-e-client-for-Android;4046447;Wed Jun 04 17:42:33 BRT 2014;Sat Sep 30 00:11:04 BRT 2017;983;8;3;5;8;8;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/0xnm/BTC-e-client-for-Android.git;https://github.com/0xnm/BTC-e-client-for-Android.git;8006ef0b3d346c84783b331e605bd8a77a1c2732;GNU General Public License v3;results/0xnm_BTC-e-client-for-Android_testsmells.csv;results/0xnm_BTC-e-client-for-Android_class.csv;results/0xnm_BTC-e-client-for-Android_method.csv
89630948;0xpr03_VocableTrainer-Android;0xpr03/VocableTrainer-Android;1280209;Thu Apr 27 16:01:24 BRT 2017;Wed Oct 20 17:52:56 BRT 2021;4150;22;4;10;16;22;TRUE;TRUE;FALSE;TRUE;FALSE;git://github.com/0xpr03/VocableTrainer-Android.git;https://github.com/0xpr03/VocableTrainer-Android.git;e680f318191c9d883f1a032e6ef2ef63b85ef5de;Other;results/0xpr03_VocableTrainer-Android_testsmells.csv;results/0xpr03_VocableTrainer-Android_class.csv;results/0xpr03_VocableTrainer-Android_method.csv
129274227;0xZhangKe_ShiZhong;0xZhangKe/ShiZhong;14258043;Thu Apr 12 12:39:44 BRT 2018;Wed Apr 21 03:35:44 BRT 2021;8040;87;1;17;2;87;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/0xZhangKe/ShiZhong.git;https://github.com/0xZhangKe/ShiZhong.git;4474335bc38f2ba4d2343f0d52a93d985e764c26;Other;results/0xZhangKe_ShiZhong_testsmells.csv;results/0xZhangKe_ShiZhong_class.csv;results/0xZhangKe_ShiZhong_method.csv
5239773;1000Memories_photon-core;1000Memories/photon-core;441370;Mon Jul 30 21:42:28 BRT 2012;Fri May 11 17:47:51 BRT 2018;7411;63;9;11;4;63;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/1000Memories/photon-core.git;https://github.com/1000Memories/photon-core.git;d9df263ad94cac08d5b042a36ff7f481fc54df46;Apache License 2;results/1000Memories_photon-core_testsmells.csv;results/1000Memories_photon-core_class.csv;results/1000Memories_photon-core_method.csv
99613808;100rabhkr_DownZLibrary;100rabhkr/DownZLibrary;11437004;Mon Aug 07 16:45:48 BRT 2017;Thu Oct 18 10:25:47 BRT 2018;353;26;3;12;2;26;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/100rabhkr/DownZLibrary.git;https://github.com/100rabhkr/DownZLibrary.git;80b238b911cb1e16fc735bf53cfa62aad45a2a58;MIT License;results/100rabhkr_DownZLibrary_testsmells.csv;results/100rabhkr_DownZLibrary_class.csv;results/100rabhkr_DownZLibrary_method.csv
222035707;1024-lab_smart-admin;1024-lab/smart-admin;52805581;Fri Nov 15 23:30:31 BRT 2019;Tue Oct 26 13:05:57 BRT 2021;2295;1275;42;473;12;1275;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/1024-lab/smart-admin.git;https://github.com/1024-lab/smart-admin.git;5593e3d2f8c5d707f71b5ad800ce02ef118e2782;MIT License;results/1024-lab_smart-admin_testsmells.csv;results/1024-lab_smart-admin_class.csv;results/1024-lab_smart-admin_method.csv
80829511;10clouds_InifiniteRecyclerView;10clouds/InifiniteRecyclerView;481864;Fri Feb 03 11:03:02 BRST 2017;Sun Oct 10 15:36:47 BRT 2021;20101;79;6;12;1;79;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/10clouds/InifiniteRecyclerView.git;https://github.com/10clouds/InifiniteRecyclerView.git;f997e305282c318bf7fbb7a49815b0079805182f;Apache License 2;results/10clouds_InifiniteRecyclerView_testsmells.csv;results/10clouds_InifiniteRecyclerView_class.csv;results/10clouds_InifiniteRecyclerView_method.csv
8160397;1123_johnson;1123/johnson;3542487;Tue Feb 12 12:43:04 BRST 2013;Fri Jun 11 07:53:48 BRT 2021;27;27;4;9;0;27;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/1123/johnson.git;https://github.com/1123/johnson.git;a2eaab4a927be7a1e7809854624f8e5a1d4391f9;Apache License 2;results/1123_johnson_testsmells.csv;results/1123_johnson_class.csv;results/1123_johnson_method.csv
90330610;12315jack_j1st-mqtt;12315jack/j1st-mqtt;9072519;Thu May 04 23:49:49 BRT 2017;Sat Jun 13 01:37:11 BRT 2020;621;7;1;3;0;7;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/12315jack/j1st-mqtt.git;https://github.com/12315jack/j1st-mqtt.git;5f9e76efb8e4fbc60c52a2e30d616f37c2b15b95;Apache License 2;results/12315jack_j1st-mqtt_testsmells.csv;results/12315jack_j1st-mqtt_class.csv;results/12315jack_j1st-mqtt_method.csv
177964371;1336037686_software-demo;1336037686/software-demo;31440323;Wed Mar 27 06:47:34 BRT 2019;Mon Sep 13 22:22:40 BRT 2021;47159;42;3;21;0;42;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/1336037686/software-demo.git;https://github.com/1336037686/software-demo.git;7078fab4c6a5eda080898c4a91b36d780f62f118;MIT License;results/1336037686_software-demo_testsmells.csv;results/1336037686_software-demo_class.csv;results/1336037686_software-demo_method.csv
65219188;151376liujie_wechat-core;151376liujie/wechat-core;16489830;Mon Aug 08 13:10:03 BRT 2016;Tue Aug 17 03:18:47 BRT 2021;624;103;9;67;9;103;TRUE;TRUE;TRUE;TRUE;TRUE;git://github.com/151376liujie/wechat-core.git;https://github.com/151376liujie/wechat-core.git;6e6c0594e290036025a25dbaa8ab659e83358f4f;Apache License 2;results/151376liujie_wechat-core_testsmells.csv;results/151376liujie_wechat-core_class.csv;results/151376liujie_wechat-core_method.csv
32481601;15knots_cmake4eclipse;15knots/cmake4eclipse;11367029;Wed Mar 18 17:10:43 BRT 2015;Mon Oct 04 02:06:27 BRT 2021;1977;71;2;20;17;71;FALSE;TRUE;FALSE;FALSE;TRUE;git://github.com/15knots/cmake4eclipse.git;https://github.com/15knots/cmake4eclipse.git;f5ef830edde6046bb66b92fb07b8aa8bbc6296bf;Eclipse Public License 2;results/15knots_cmake4eclipse_testsmells.csv;results/15knots_cmake4eclipse_class.csv;results/15knots_cmake4eclipse_method.csv
103560231;15knots_cmakeed;15knots/cmakeed;11367029;Thu Sep 14 14:13:35 BRT 2017;Wed Aug 18 04:49:24 BRT 2021;1403;16;5;3;4;16;TRUE;TRUE;FALSE;FALSE;TRUE;git://github.com/15knots/cmakeed.git;https://github.com/15knots/cmakeed.git;7309342c4d594b35600007d274d11e518945e7c6;Eclipse Public License 1;results/15knots_cmakeed_testsmells.csv;results/15knots_cmakeed_class.csv;results/15knots_cmakeed_method.csv
169145844;1902-feb04-java_training-code;1902-feb04-java/training-code;47336039;Mon Feb 04 18:36:10 BRST 2019;Mon Apr 01 13:17:12 BRT 2019;1554;5;6;4;0;5;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/1902-feb04-java/training-code.git;https://github.com/1902-feb04-java/training-code.git;827e1db6273a4b38e096bb8f558b86d12027d51f;MIT License;results/1902-feb04-java_training-code_testsmells.csv;results/1902-feb04-java_training-code_class.csv;results/1902-feb04-java_training-code_method.csv
35554985;1and1_cosmo;1and1/cosmo;743115;Wed May 13 11:48:26 BRT 2015;Sat Oct 16 13:39:10 BRT 2021;3611;60;22;25;4;60;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/1and1/cosmo.git;https://github.com/1and1/cosmo.git;08817e9b5398b19076723f1bb25a9877540c8690;Apache License 2;results/1and1_cosmo_testsmells.csv;results/1and1_cosmo_class.csv;results/1and1_cosmo_method.csv
241565088;1and1_dim;1and1/dim;743115;Wed Feb 19 05:00:57 BRT 2020;Fri Oct 15 06:35:52 BRT 2021;2076;30;12;19;61;30;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/1and1/dim.git;https://github.com/1and1/dim.git;6fb210d4742bb3b8834928fb0e8b30bdde90f32a;MIT License;results/1and1_dim_testsmells.csv;results/1and1_dim_class.csv;results/1and1_dim_method.csv
4129770;1and1_foss-parent;1and1/foss-parent;743115;Tue Apr 24 18:07:43 BRT 2012;Mon Jul 29 06:42:31 BRT 2019;1616;10;16;3;2;10;TRUE;TRUE;TRUE;TRUE;TRUE;git://github.com/1and1/foss-parent.git;https://github.com/1and1/foss-parent.git;839dae910fd9ef507822a90499aa1a0c0649e8e9;Apache License 2;results/1and1_foss-parent_testsmells.csv;results/1and1_foss-parent_class.csv;results/1and1_foss-parent_method.csv
34018530;1and1_go-maven-poller;1and1/go-maven-poller;743115;Wed Apr 15 18:03:32 BRT 2015;Tue Oct 26 06:04:28 BRT 2021;650;9;14;7;1;9;TRUE;TRUE;FALSE;FALSE;TRUE;git://github.com/1and1/go-maven-poller.git;https://github.com/1and1/go-maven-poller.git;6d47d09314b758754fc57e5902e0081f2087c31c;Other;results/1and1_go-maven-poller_testsmells.csv;results/1and1_go-maven-poller_class.csv;results/1and1_go-maven-poller_method.csv
28081244;1and1_Troilus;1and1/Troilus;743115;Tue Dec 16 08:07:45 BRST 2014;Fri Jun 19 05:55:26 BRT 2020;2244;17;13;3;3;17;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/1and1/Troilus.git;https://github.com/1and1/Troilus.git;b0430e71fdd0de8a08640406af59b1acefddf93c;Apache License 2;results/1and1_Troilus_testsmells.csv;results/1and1_Troilus_class.csv;results/1and1_Troilus_method.csv
47704517;1C-Company_dt-example-plugins;1C-Company/dt-example-plugins;11886198;Wed Dec 09 14:39:20 BRST 2015;Tue Jul 20 05:00:49 BRT 2021;88;31;15;15;2;31;TRUE;TRUE;FALSE;FALSE;FALSE;git://github.com/1C-Company/dt-example-plugins.git;https://github.com/1C-Company/dt-example-plugins.git;92272125fc15a4def4898b74bdc391067cb26a12;Eclipse Public License 2;results/1C-Company_dt-example-plugins_testsmells.csv;results/1C-Company_dt-example-plugins_class.csv;results/1C-Company_dt-example-plugins_method.csv
163660830;1c-syntax_sonar-bsl-plugin-community;1c-syntax/sonar-bsl-plugin-community;39832941;Mon Dec 31 08:41:47 BRST 2018;Wed Oct 27 08:56:18 BRT 2021;9729;169;24;29;15;169;TRUE;TRUE;TRUE;TRUE;TRUE;git://github.com/1c-syntax/sonar-bsl-plugin-community.git;https://github.com/1c-syntax/sonar-bsl-plugin-community.git;3514a40c849bddfa0151bbbf882b381b707d9f17;GNU General Public License v3;results/1c-syntax_sonar-bsl-plugin-community_testsmells.csv;results/1c-syntax_sonar-bsl-plugin-community_class.csv;results/1c-syntax_sonar-bsl-plugin-community_method.csv
16858994;1fish2_BBQTimer;1fish2/BBQTimer;1043120;Sat Feb 15 06:11:11 BRST 2014;Sat Oct 16 02:00:56 BRT 2021;30822;11;4;11;0;11;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/1fish2/BBQTimer.git;https://github.com/1fish2/BBQTimer.git;987f38729acf04b32217af1c9d0edad196c1a2f7;MIT License;results/1fish2_BBQTimer_testsmells.csv;results/1fish2_BBQTimer_class.csv;results/1fish2_BBQTimer_method.csv
144016796;1hakr_ALauncher;1hakr/ALauncher;614675;Wed Aug 08 10:21:36 BRT 2018;Fri Oct 08 23:05:49 BRT 2021;40214;36;5;12;0;36;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/1hakr/ALauncher.git;https://github.com/1hakr/ALauncher.git;5334f298836ccde6bb182f540a72889ffc552c43;Other;results/1hakr_ALauncher_testsmells.csv;results/1hakr_ALauncher_class.csv;results/1hakr_ALauncher_method.csv
129817024;1m5_1m5-core;1m5/1m5-core;38444378;Mon Apr 16 20:13:32 BRT 2018;Sat Dec 28 20:10:18 BRT 2019;2526;5;8;1;12;5;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/1m5/1m5-core.git;https://github.com/1m5/1m5-core.git;131dbfe4d06193a4caf3d0e243c60757b5200227;The Unlicense;results/1m5_1m5-core_testsmells.csv;results/1m5_1m5-core_class.csv;results/1m5_1m5-core_method.csv
107791492;1Ridav_PengueeBot;1Ridav/PengueeBot;6577940;Sat Oct 21 13:24:25 BRST 2017;Mon Sep 13 12:21:06 BRT 2021;76086;25;7;6;4;25;TRUE;TRUE;TRUE;TRUE;TRUE;git://github.com/1Ridav/PengueeBot.git;https://github.com/1Ridav/PengueeBot.git;a4cbb18ca9be3ece58dbc77deb7c914dab081db6;GNU General Public License v3;results/1Ridav_PengueeBot_testsmells.csv;results/1Ridav_PengueeBot_class.csv;results/1Ridav_PengueeBot_method.csv
111159505;1tontech_intellij-spring-assistant;1tontech/intellij-spring-assistant;25295112;Fri Nov 17 21:14:45 BRST 2017;Wed Oct 27 04:51:00 BRT 2021;1147;88;6;92;29;88;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/1tontech/intellij-spring-assistant.git;https://github.com/1tontech/intellij-spring-assistant.git;ec6ca516b0f257a8bca32ad45aa317ab4b70e4d5;MIT License;results/1tontech_intellij-spring-assistant_testsmells.csv;results/1tontech_intellij-spring-assistant_class.csv;results/1tontech_intellij-spring-assistant_method.csv
80376233;200Puls_darksky-forecast-api;200Puls/darksky-forecast-api;6918360;Sun Jan 29 20:08:29 BRST 2017;Sat Jan 09 07:31:49 BRT 2021;633;34;6;20;4;34;TRUE;TRUE;TRUE;TRUE;TRUE;git://github.com/200Puls/darksky-forecast-api.git;https://github.com/200Puls/darksky-forecast-api.git;feb996c218bf0a1cf3a1549b3dbde445a8a9f40a;MIT License;results/200Puls_darksky-forecast-api_testsmells.csv;results/200Puls_darksky-forecast-api_class.csv;results/200Puls_darksky-forecast-api_method.csv
245644661;2020NCOV_MiniProgram-server-JAVA;2020NCOV/MiniProgram-server-JAVA;61377234;Sat Mar 07 11:12:16 BRT 2020;Mon Jun 28 14:13:49 BRT 2021;142;17;6;32;2;17;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/2020NCOV/MiniProgram-server-JAVA.git;https://github.com/2020NCOV/MiniProgram-server-JAVA.git;bc1562b72d78605f2407fbd6a06231ac2a2c7121;Apache License 2;results/2020NCOV_MiniProgram-server-JAVA_testsmells.csv;results/2020NCOV_MiniProgram-server-JAVA_class.csv;results/2020NCOV_MiniProgram-server-JAVA_method.csv
86001819;20n_act;20n/act;7469078;Thu Mar 23 19:03:17 BRT 2017;Wed Oct 06 01:09:34 BRT 2021;10064;66;13;21;0;66;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/20n/act.git;https://github.com/20n/act.git;5f81f9229102f4baca630631ebe4157a4ede9994;GNU General Public License v3;results/20n_act_testsmells.csv;results/20n_act_class.csv;results/20n_act_method.csv
138835807;294678380_cloudDemo;294678380/cloudDemo;18431953;Wed Jun 27 02:54:56 BRT 2018;Fri Apr 30 03:01:25 BRT 2021;54;13;1;12;0;13;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/294678380/cloudDemo.git;https://github.com/294678380/cloudDemo.git;1aa62bd6ae869f060f9291819881189db5a89fa1;MIT License;results/294678380_cloudDemo_testsmells.csv;results/294678380_cloudDemo_class.csv;results/294678380_cloudDemo_method.csv
6404041;2Checkout_2checkout-java;2Checkout/2checkout-java;2494325;Fri Oct 26 11:20:15 BRST 2012;Tue Jun 15 14:25:16 BRT 2021;3824;11;2;16;5;11;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/2Checkout/2checkout-java.git;https://github.com/2Checkout/2checkout-java.git;8fb2172d1048e12385ac77330063ba1dbe1e36cc;MIT License;results/2Checkout_2checkout-java_testsmells.csv;results/2Checkout_2checkout-java_class.csv;results/2Checkout_2checkout-java_method.csv
157328799;33cn_chain33-sdk-java;33cn/chain33-sdk-java;27620745;Tue Nov 13 04:04:27 BRST 2018;Mon Sep 06 05:08:23 BRT 2021;1452;17;1;16;5;17;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/33cn/chain33-sdk-java.git;https://github.com/33cn/chain33-sdk-java.git;a3135dd853341148055b075cf77494a82bdd43e6;"BSD 2-Clause ""Simplified"" License";results/33cn_chain33-sdk-java_testsmells.csv;results/33cn_chain33-sdk-java_class.csv;results/33cn_chain33-sdk-java_method.csv
212300461;360jinrong_chronus;360jinrong/chronus;42234442;Wed Oct 02 06:25:29 BRT 2019;Wed Oct 20 05:59:35 BRT 2021;6666;174;16;63;8;174;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/360jinrong/chronus.git;https://github.com/360jinrong/chronus.git;82db0889daf5ef623920bc809413c3f1ff6f4b3c;Apache License 2;results/360jinrong_chronus_testsmells.csv;results/360jinrong_chronus_class.csv;results/360jinrong_chronus_method.csv
32150220;3breadt_dd-plist;3breadt/dd-plist;1140937;Fri Mar 13 07:36:51 BRT 2015;Mon Oct 11 03:53:56 BRT 2021;851;214;34;77;3;214;TRUE;TRUE;TRUE;FALSE;FALSE;git://github.com/3breadt/dd-plist.git;https://github.com/3breadt/dd-plist.git;fc51e4778e650af221994f5f8c6db4b68fda0e0b;Other;results/3breadt_dd-plist_testsmells.csv;results/3breadt_dd-plist_class.csv;results/3breadt_dd-plist_method.csv
5510832;3cky_bkemu-android;3cky/bkemu-android;894050;Wed Aug 22 11:48:38 BRT 2012;Wed Aug 11 14:00:04 BRT 2021;2255;23;6;5;1;23;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/3cky/bkemu-android.git;https://github.com/3cky/bkemu-android.git;012e4b208e6197fcde58f1e0e8b0108ec4efda67;GNU General Public License v3;results/3cky_bkemu-android_testsmells.csv;results/3cky_bkemu-android_class.csv;results/3cky_bkemu-android_method.csv
9619226;3pillarlabs_spring-data-simpledb;3pillarlabs/spring-data-simpledb;3907970;Tue Apr 23 06:06:02 BRT 2013;Sun Mar 14 09:07:02 BRT 2021;2234;13;14;12;5;13;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/3pillarlabs/spring-data-simpledb.git;https://github.com/3pillarlabs/spring-data-simpledb.git;f1e0eb4e48ec4674d3966e8f5bc04c95031f93ae;MIT License;results/3pillarlabs_spring-data-simpledb_testsmells.csv;results/3pillarlabs_spring-data-simpledb_class.csv;results/3pillarlabs_spring-data-simpledb_method.csv
9189077;3pillarlabs_spring-integration-aws;3pillarlabs/spring-integration-aws;3907970;Wed Apr 03 04:26:32 BRT 2013;Wed Apr 14 11:12:56 BRT 2021;388;19;12;12;3;19;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/3pillarlabs/spring-integration-aws.git;https://github.com/3pillarlabs/spring-integration-aws.git;6d2e8c63cc0cd5b666356a696e80674952302495;MIT License;results/3pillarlabs_spring-integration-aws_testsmells.csv;results/3pillarlabs_spring-integration-aws_class.csv;results/3pillarlabs_spring-integration-aws_method.csv
113182954;3redronin_mu-server;3redronin/mu-server;3960926;Tue Dec 05 11:03:35 BRST 2017;Wed Oct 13 08:48:31 BRT 2021;4778;24;10;12;0;24;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/3redronin/mu-server.git;https://github.com/3redronin/mu-server.git;8ef0079510a33690710ae253713f7ee05978268c;MIT License;results/3redronin_mu-server_testsmells.csv;results/3redronin_mu-server_class.csv;results/3redronin_mu-server_method.csv
71440;3scale-labs_3scale_ws_api_for_java;3scale-labs/3scale_ws_api_for_java;75796122;Tue Nov 04 09:08:08 BRST 2008;Fri Dec 11 12:34:50 BRT 2020;54256;27;45;30;2;27;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/3scale-labs/3scale_ws_api_for_java.git;https://github.com/3scale-labs/3scale_ws_api_for_java.git;17e8ec087e09bc0d32c88adee32a43ae84132dbe;MIT License;results/3scale-labs_3scale_ws_api_for_java_testsmells.csv;results/3scale-labs_3scale_ws_api_for_java_class.csv;results/3scale-labs_3scale_ws_api_for_java_method.csv
18290997;3sidedcube_Android-GeoGson;3sidedcube/Android-GeoGson;5849497;Mon Mar 31 08:35:36 BRT 2014;Fri Feb 07 18:12:17 BRT 2020;144;8;10;8;0;8;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/3sidedcube/Android-GeoGson.git;https://github.com/3sidedcube/Android-GeoGson.git;73e0f3d57a502ece5d5fc1cef8b2ba138fea48e0;Apache License 2;results/3sidedcube_Android-GeoGson_testsmells.csv;results/3sidedcube_Android-GeoGson_class.csv;results/3sidedcube_Android-GeoGson_method.csv
85640647;435242634_Spring-Boot-Demo;435242634/Spring-Boot-Demo;13010570;Mon Mar 20 21:21:56 BRT 2017;Thu Jun 04 05:29:00 BRT 2020;25;16;2;24;0;16;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/435242634/Spring-Boot-Demo.git;https://github.com/435242634/Spring-Boot-Demo.git;789708775eea171982d687562a85e246c0fab657;Apache License 2;results/435242634_Spring-Boot-Demo_testsmells.csv;results/435242634_Spring-Boot-Demo_class.csv;results/435242634_Spring-Boot-Demo_method.csv
236667360;4ncov_service-4ncov;4ncov/service-4ncov;60374481;Tue Jan 28 02:45:54 BRT 2020;Sat Feb 29 11:02:10 BRT 2020;91782;7;4;6;1;7;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/4ncov/service-4ncov.git;https://github.com/4ncov/service-4ncov.git;d16f182b70d0527dc1a0b9f601f4c7d89b6fbb6e;Apache License 2;results/4ncov_service-4ncov_testsmells.csv;results/4ncov_service-4ncov_class.csv;results/4ncov_service-4ncov_method.csv
143188575;4PERTURE_despacito_launcher;4PERTURE/despacito_launcher;38117317;Wed Aug 01 14:38:32 BRT 2018;Mon Jun 17 19:38:16 BRT 2019;163529;5;0;1;0;5;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/4PERTURE/despacito_launcher.git;https://github.com/4PERTURE/despacito_launcher.git;16e66fef3b097574e72244b35832660388814db0;Other;results/4PERTURE_despacito_launcher_testsmells.csv;results/4PERTURE_despacito_launcher_class.csv;results/4PERTURE_despacito_launcher_method.csv
4993300;50onRed_mock-jedis;50onRed/mock-jedis;1286669;Wed Jul 11 15:36:27 BRT 2012;Wed Jul 14 10:54:32 BRT 2021;284;80;21;47;14;80;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/50onRed/mock-jedis.git;https://github.com/50onRed/mock-jedis.git;f593d90282772c5820a576c77f28bf0cec6e3be4;MIT License;results/50onRed_mock-jedis_testsmells.csv;results/50onRed_mock-jedis_class.csv;results/50onRed_mock-jedis_method.csv
202470316;512433465_JacocoPlus;512433465/JacocoPlus;19570115;Thu Aug 15 00:50:06 BRT 2019;Fri Oct 22 22:38:17 BRT 2021;903;99;11;59;4;99;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/512433465/JacocoPlus.git;https://github.com/512433465/JacocoPlus.git;d543d08ff7ace45f8284c063ff198857d95303f0;Other;results/512433465_JacocoPlus_testsmells.csv;results/512433465_JacocoPlus_class.csv;results/512433465_JacocoPlus_method.csv
10667695;51Degrees_Java-Device-Detection;51Degrees/Java-Device-Detection;4689187;Thu Jun 13 11:17:59 BRT 2013;Thu Jul 16 13:44:50 BRT 2020;28560;24;14;12;0;24;TRUE;TRUE;FALSE;FALSE;TRUE;git://github.com/51Degrees/Java-Device-Detection.git;https://github.com/51Degrees/Java-Device-Detection.git;cbc9a1acf55a863054530152fe42daa9bde2ed07;Other;results/51Degrees_Java-Device-Detection_testsmells.csv;results/51Degrees_Java-Device-Detection_class.csv;results/51Degrees_Java-Device-Detection_method.csv
178313880;51nb_marble;51nb/marble;22367621;Thu Mar 28 23:01:34 BRT 2019;Wed Sep 29 05:13:27 BRT 2021;1766;150;9;31;8;150;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/51nb/marble.git;https://github.com/51nb/marble.git;16e2748a3e8ee7f4956c3247fe4d355bb7d8a604;Apache License 2;results/51nb_marble_testsmells.csv;results/51nb_marble_class.csv;results/51nb_marble_method.csv
193050897;527088995_dian;527088995/dian;19287745;Fri Jun 21 04:19:51 BRT 2019;Sat Oct 16 09:53:47 BRT 2021;7383;14;0;6;7;14;TRUE;TRUE;FALSE;TRUE;TRUE;git://github.com/527088995/dian.git;https://github.com/527088995/dian.git;5238b1c46290a3ab8281a2eb83590d27d8e020b1;Other;results/527088995_dian_testsmells.csv;results/527088995_dian_class.csv;results/527088995_dian_method.csv
