projectName;name;pathFile;productionFile;junitVersion;loc;qtdMethods;testSmellName;testSmellMethod;testSmellLineBegin;testSmellLineEnd
kafka-statsd-metrics2;StatsdMetricsReporterTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\kafka\kafka08\StatsdMetricsReporterTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\kafka\kafka09\StatsdMetricsReporter.java;JUnit4;76;5;Lazy Test;init_should_not_start_reporter_when_disabled, init_should_start_reporter_when_enabled;71, 58;71, 58
kafka-statsd-metrics2;StatsdMetricsReporterTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\kafka\kafka08\StatsdMetricsReporterTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\kafka\kafka09\StatsdMetricsReporter.java;JUnit4;76;5;Lazy Test;init_should_not_start_reporter_when_disabled, init_should_start_reporter_when_enabled;72, 70, 59, 57;72, 70, 59, 57
kafka-statsd-metrics2;StatsdMetricsReporterTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\kafka\kafka08\StatsdMetricsReporterTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\kafka\kafka09\StatsdMetricsReporter.java;JUnit4;76;5;Assertion Roulette;mbean_name_should_match;48-48;48-48
kafka-statsd-metrics2;StatsdMetricsReporterTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\kafka\kafka08\StatsdMetricsReporterTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\kafka\kafka09\StatsdMetricsReporter.java;JUnit4;76;5;General Fixture;init;34;34
kafka-statsd-metrics2;StatsdMetricsReporterTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\kafka\kafka09\StatsdMetricsReporterTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\kafka\kafka09\StatsdMetricsReporter.java;JUnit4;94;10;Lazy Test;testMetricsReporter_sameMetricNamesWithDifferentTags, init_should_not_start_reporter_when_disabled, init_should_start_reporter_when_enabled;74, 62, 52;74, 62, 52
kafka-statsd-metrics2;StatsdMetricsReporterTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\kafka\kafka09\StatsdMetricsReporterTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\kafka\kafka09\StatsdMetricsReporter.java;JUnit4;94;10;Lazy Test;init_should_not_start_reporter_when_disabled, init_should_start_reporter_when_enabled;63, 60, 53, 50;63, 60, 53, 50
kafka-statsd-metrics2;StatsdMetricsReporterTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\kafka\kafka09\StatsdMetricsReporterTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\kafka\kafka09\StatsdMetricsReporter.java;JUnit4;94;10;Lazy Test;testMetricsReporter_sameMetricNamesWithDifferentTags, init_should_not_start_reporter_when_disabled, init_should_start_reporter_when_enabled;69, 61, 51;69, 61, 51
kafka-statsd-metrics2;StatsdMetricsReporterTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\kafka\kafka09\StatsdMetricsReporterTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\kafka\kafka09\StatsdMetricsReporter.java;JUnit4;94;10;Assertion Roulette;testMetricsReporter_sameMetricNamesWithDifferentTags;75-75;75-75
kafka-statsd-metrics2;StatsdMetricsReporterTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\kafka\kafka09\StatsdMetricsReporterTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\kafka\kafka09\StatsdMetricsReporter.java;JUnit4;94;10;Assertion Roulette;testMetricsReporter_sameMetricNamesWithDifferentTags;79-79;79-79
kafka-statsd-metrics2;StatsdMetricsReporterTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\kafka\kafka09\StatsdMetricsReporterTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\kafka\kafka09\StatsdMetricsReporter.java;JUnit4;94;10;General Fixture;init;39;39
kafka-statsd-metrics2;DimensionTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\DimensionTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\Dimension.java;JUnit4;44;1;Assertion Roulette;create_from_properties;39-39;39-39
kafka-statsd-metrics2;DimensionTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\DimensionTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\Dimension.java;JUnit4;44;1;Assertion Roulette;create_from_properties;40-40;40-40
kafka-statsd-metrics2;DimensionTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\DimensionTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\Dimension.java;JUnit4;44;1;Assertion Roulette;create_from_properties;41-41;41-41
kafka-statsd-metrics2;ExcludeMetricPredicateTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\ExcludeMetricPredicateTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\ExcludeMetricPredicate.java;JUnit4;46;2;Lazy Test;exclude2, exclude;40, 32;40, 32
kafka-statsd-metrics2;ExcludeMetricPredicateTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\ExcludeMetricPredicateTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\ExcludeMetricPredicate.java;JUnit4;46;2;Lazy Test;exclude2, exclude;43, 42, 41, 35, 34;43, 42, 41, 35, 34
kafka-statsd-metrics2;ExcludeMetricPredicateTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\ExcludeMetricPredicateTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\ExcludeMetricPredicate.java;JUnit4;46;2;Eager Test;exclude;32, 35;32, 35
kafka-statsd-metrics2;ExcludeMetricPredicateTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\ExcludeMetricPredicateTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\ExcludeMetricPredicate.java;JUnit4;46;2;Eager Test;exclude2;40, 43;40, 43
kafka-statsd-metrics2;ExcludeMetricPredicateTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\ExcludeMetricPredicateTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\ExcludeMetricPredicate.java;JUnit4;46;2;Assertion Roulette;exclude;34-34;34-34
kafka-statsd-metrics2;ExcludeMetricPredicateTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\ExcludeMetricPredicateTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\ExcludeMetricPredicate.java;JUnit4;46;2;Assertion Roulette;exclude;35-35;35-35
kafka-statsd-metrics2;ExcludeMetricPredicateTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\ExcludeMetricPredicateTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\ExcludeMetricPredicate.java;JUnit4;46;2;Assertion Roulette;exclude2;41-41;41-41
kafka-statsd-metrics2;ExcludeMetricPredicateTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\ExcludeMetricPredicateTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\ExcludeMetricPredicate.java;JUnit4;46;2;Assertion Roulette;exclude2;42-42;42-42
kafka-statsd-metrics2;ExcludeMetricPredicateTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\ExcludeMetricPredicateTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\ExcludeMetricPredicate.java;JUnit4;46;2;Assertion Roulette;exclude2;43-43;43-43
kafka-statsd-metrics2;KafkaStatsDReporterTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\KafkaStatsDReporterTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\KafkaStatsDReporter.java;JUnit4;68;6;Unknown Test;sendDoubleGauge;44-67;44-67
kafka-statsd-metrics2;KafkaStatsDReporterTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\KafkaStatsDReporterTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\KafkaStatsDReporter.java;JUnit4;68;6;General Fixture;init;24;24
kafka-statsd-metrics2;KafkaStatsDReporterTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\KafkaStatsDReporterTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\KafkaStatsDReporter.java;JUnit4;68;6;General Fixture;init;25;25
kafka-statsd-metrics2;MetricNameFormatterTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\MetricNameFormatterTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\MetricNameFormatter.java;JUnit4;53;2;Assertion Roulette;testFormat;33-35;33-35
kafka-statsd-metrics2;MetricNameFormatterTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\MetricNameFormatterTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\MetricNameFormatter.java;JUnit4;53;2;Assertion Roulette;testFormat;36-38;36-38
kafka-statsd-metrics2;MetricNameFormatterTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\MetricNameFormatterTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\MetricNameFormatter.java;JUnit4;53;2;Assertion Roulette;testFormatWithScope;43-45;43-45
kafka-statsd-metrics2;MetricNameFormatterTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\MetricNameFormatterTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\MetricNameFormatter.java;JUnit4;53;2;Assertion Roulette;testFormatWithScope;46-48;46-48
kafka-statsd-metrics2;MetricNameFormatterTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\MetricNameFormatterTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\MetricNameFormatter.java;JUnit4;53;2;Assertion Roulette;testFormatWithScope;49-51;49-51
kafka-statsd-metrics2;ParserTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\ParserTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\Parser.java;JUnit4;108;7;Lazy Test;testParseNoTag, testParseTagInMBeanNameNoTag, testParseTagInMBeanNameWithoutSuffixForConsumer, testParseTagInMBeanNameWithoutClientId, testParseTagInMBeanNameWithoutSuffix, testParseTagInMBeanNameWithSuffixWithoutClientId, testParseTagInMBeanNameWithSuffix;104, 94, 83, 71, 60, 48, 37;104, 94, 83, 71, 60, 48, 37
kafka-statsd-metrics2;ParserTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\ParserTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\Parser.java;JUnit4;108;7;Lazy Test;testParseNoTag, testParseTagInMBeanNameNoTag, testParseTagInMBeanNameWithoutSuffixForConsumer, testParseTagInMBeanNameWithoutClientId, testParseTagInMBeanNameWithoutSuffix, testParseTagInMBeanNameWithSuffixWithoutClientId, testParseTagInMBeanNameWithSuffix;105, 95, 84, 72, 61, 49, 38;105, 95, 84, 72, 61, 49, 38
kafka-statsd-metrics2;ParserTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\ParserTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\Parser.java;JUnit4;108;7;Lazy Test;testParseNoTag, testParseTagInMBeanNameNoTag, testParseTagInMBeanNameWithoutSuffixForConsumer, testParseTagInMBeanNameWithoutClientId, testParseTagInMBeanNameWithoutSuffix, testParseTagInMBeanNameWithSuffixWithoutClientId, testParseTagInMBeanNameWithSuffix;103, 93, 82, 70, 59, 47, 36;103, 93, 82, 70, 59, 47, 36
kafka-statsd-metrics2;ParserTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\ParserTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\Parser.java;JUnit4;108;7;Assertion Roulette;testParseTagInMBeanNameWithSuffix;37-37;37-37
kafka-statsd-metrics2;ParserTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\ParserTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\Parser.java;JUnit4;108;7;Assertion Roulette;testParseTagInMBeanNameWithSuffix;38-38;38-38
kafka-statsd-metrics2;ParserTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\ParserTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\Parser.java;JUnit4;108;7;Assertion Roulette;testParseTagInMBeanNameWithSuffixWithoutClientId;48-48;48-48
kafka-statsd-metrics2;ParserTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\ParserTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\Parser.java;JUnit4;108;7;Assertion Roulette;testParseTagInMBeanNameWithSuffixWithoutClientId;49-49;49-49
kafka-statsd-metrics2;ParserTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\ParserTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\Parser.java;JUnit4;108;7;Assertion Roulette;testParseTagInMBeanNameWithoutSuffix;60-60;60-60
kafka-statsd-metrics2;ParserTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\ParserTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\Parser.java;JUnit4;108;7;Assertion Roulette;testParseTagInMBeanNameWithoutSuffix;61-61;61-61
kafka-statsd-metrics2;ParserTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\ParserTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\Parser.java;JUnit4;108;7;Assertion Roulette;testParseTagInMBeanNameWithoutClientId;71-71;71-71
kafka-statsd-metrics2;ParserTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\ParserTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\Parser.java;JUnit4;108;7;Assertion Roulette;testParseTagInMBeanNameWithoutClientId;72-72;72-72
kafka-statsd-metrics2;ParserTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\ParserTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\Parser.java;JUnit4;108;7;Assertion Roulette;testParseTagInMBeanNameWithoutSuffixForConsumer;83-83;83-83
kafka-statsd-metrics2;ParserTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\ParserTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\Parser.java;JUnit4;108;7;Assertion Roulette;testParseTagInMBeanNameWithoutSuffixForConsumer;84-84;84-84
kafka-statsd-metrics2;ParserTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\ParserTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\Parser.java;JUnit4;108;7;Assertion Roulette;testParseTagInMBeanNameNoTag;94-94;94-94
kafka-statsd-metrics2;ParserTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\ParserTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\Parser.java;JUnit4;108;7;Assertion Roulette;testParseTagInMBeanNameNoTag;95-95;95-95
kafka-statsd-metrics2;ParserTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\ParserTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\Parser.java;JUnit4;108;7;Assertion Roulette;testParseNoTag;104-104;104-104
kafka-statsd-metrics2;ParserTest;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\test\java\com\airbnb\metrics\ParserTest.java;C:\Users\cebec\.jnose_projects\kafka-statsd-metrics2\src\main\java\com\airbnb\metrics\Parser.java;JUnit4;108;7;Assertion Roulette;testParseNoTag;105-105;105-105
