projectName;name;pathFile;productionFile;junitVersion;loc;qtdMethods;testSmellName;testSmellMethod;testSmellLineBegin;testSmellLineEnd
pivot-spring-boot;PivotSpringbootApplicationTest;C:\Users\cebec\.jnose_projects\pivot-spring-boot\src\test\java\com\activeviam\apps\PivotSpringbootApplicationTest.java;C:\Users\cebec\.jnose_projects\pivot-spring-boot\src\main\java\com\activeviam\apps\PivotSpringBootApplication.java;JUnit5;44;5;Assertion Roulette;activePivotPingReturnsPong;42-42;42-42
pivot-spring-boot;PivotSpringbootApplicationTest;C:\Users\cebec\.jnose_projects\pivot-spring-boot\src\test\java\com\activeviam\apps\PivotSpringbootApplicationTest.java;C:\Users\cebec\.jnose_projects\pivot-spring-boot\src\main\java\com\activeviam\apps\PivotSpringBootApplication.java;JUnit5;44;5;EmptyTest;contextLoads;36-37;36-37
